createDate,displayImageUrl,displayName,hasProfanity,hasSpoilers,isSuperReviewer,isVerified,rating,review,score,timeFromCreation,updateDate,user
2019-08-18T05:22:03.783Z,,sheril,False,False,False,True,STAR_5,i thought it was awesone. i really like the originalaty of the animals.really enjoyed it .i would see it again.  they nailed it .cant wait till dvd comes out .very much worth it,5.0,9h ago,2019-08-18T05:22:03.783Z,"{'userId': '8229f609-93a7-4c8e-8ec7-37b18fa65679', 'realm': 'Fandango', 'displayName': 'sheril', 'accountLink': None}"
2019-08-18T05:14:42.958Z,,Maggie L,False,False,False,True,STAR_3,"I think that they should’ve brought back more of the original voice actors, This movie is so iconic and So important to so many people... I don’t think they did it any justice the way it is.  If they had created an entirely new story with the kind of computer generated animals that were in the lion King they would have had an amazing movie but, the way it is now it was kind of disappointing",3.0,9h ago,2019-08-18T05:14:42.958Z,"{'userId': '8B9ED608-C9C6-4EAF-82A3-1DF9FFFD0EA4', 'realm': 'Fandango', 'displayName': 'Maggie L', 'accountLink': None}"
2019-08-18T04:58:59.214Z,,Bryan A,False,False,False,True,STAR_5,"Great, absolutely great!  The animation was great, the story line spot on and Beyoncé delivered.  A little more violence than the animated version but that was expected.  Overall - loved it.",5.0,10h ago,2019-08-18T04:58:59.214Z,"{'userId': 'C792B3A4-EC33-48C2-A911-A2AAB946B94F', 'realm': 'Fandango', 'displayName': 'Bryan A', 'accountLink': None}"
2019-08-18T04:51:44.361Z,,Bethany,False,False,False,True,STAR_5,It was just like the first one. Very good animation. Very cute movie,5.0,10h ago,2019-08-18T04:51:44.361Z,"{'userId': '45c8dfaa-e20f-44df-8f01-445c0f055e42', 'realm': 'Fandango', 'displayName': 'Bethany', 'accountLink': None}"
2019-08-18T04:35:16.243Z,,Alexander G,False,False,False,False,STAR_3,Didn't make me feel anything unlike the original.,3.0,10h ago,2019-08-18T04:35:16.243Z,"{'userId': '978203293', 'realm': 'RT', 'displayName': 'Alexander G', 'accountLink': '/user/id/978203293'}"
2019-08-18T04:10:11.153Z,,Lori,False,False,False,True,STAR_5,"Well done! A great way to redo a classic. It felt part National Geographic, part Pixar. Loved watching all of the animal species in their habitat.",5.0,11h ago,2019-08-18T04:10:11.153Z,"{'userId': '8ce21b61-d2b1-453e-ab78-fe0ba06088d5', 'realm': 'Fandango', 'displayName': 'Lori', 'accountLink': None}"
2019-08-18T03:39:22.555Z,,Tim stoeckle,False,False,False,True,STAR_4,"Good movie.  Just that the original animated was better, in my humble opinion.",4.0,11h ago,2019-08-18T03:39:22.555Z,"{'userId': '4e4abb87-64d4-4f65-8673-8e0b9b612c1b', 'realm': 'Fandango', 'displayName': 'Tim stoeckle', 'accountLink': None}"
2019-08-18T03:28:50.700Z,,Sheena,False,False,False,True,STAR_3,I didn’t like Beyoncé being nala. Bad acting. I didn’t like that they kept some things out. I didn’t like some of the stuff that they added was unnecessary. It’s a very good classic no need to try to fix or change something that is very nostalgic to childhood memories. So for me it was more of a 2.5 rating.,3.0,11h ago,2019-08-18T03:28:50.700Z,"{'userId': 'C211508E-B600-44E0-A289-C43EEDF30831', 'realm': 'Fandango', 'displayName': 'Sheena', 'accountLink': None}"
2019-08-18T03:25:45.583Z,,Marsha C,False,False,False,False,STAR_5,"Such a beautiful story. We've loved the animated version for years, but this was a step up. The animals were all so beautiful, except the hyenas, which were really scary!",5.0,11h ago,2019-08-18T03:25:45.583Z,"{'userId': '9c220502-046b-4b98-a0d1-ad271ed611f8', 'realm': 'Fandango', 'displayName': 'Marsha C', 'accountLink': None}"
2019-08-18T03:25:08.042Z,,Rigo,False,False,False,False,STAR_4,"great Flick, Kids had some good Laughs,.",4.0,11h ago,2019-08-18T03:25:08.042Z,"{'userId': 'E5B8CCF8-F6B5-4ACD-B1AC-D7736129DB0C', 'realm': 'Fandango', 'displayName': 'Rigo', 'accountLink': None}"
2019-08-18T03:15:54.657Z,,Eckj,False,False,False,True,STAR_5,It was great!! We loved it.,5.0,11h ago,2019-08-18T03:15:54.657Z,"{'userId': '75b78309-78b8-4670-8cef-26693359f0ab', 'realm': 'Fandango', 'displayName': 'Eckj', 'accountLink': None}"
2019-08-18T03:15:48.253Z,,Chandler,False,False,False,True,STAR_4_5,It’s The Lion King! This movie is absolutely gorgeous. Every little detail was thought of and shown in this movie. From the soundtrack to the story it’ll take you right back to the first time you saw it when you were a kid.,4.5,11h ago,2019-08-18T03:15:48.253Z,"{'userId': 'D6FAE8CA-89D2-49FD-8DFE-90ECCD197DF6', 'realm': 'Fandango', 'displayName': 'Chandler', 'accountLink': None}"
2019-08-18T03:08:09.223Z,,Jeffrey B,False,False,False,False,STAR_5,I truly enjoyed this movie from the story to the music. Had such a great cast,5.0,12h ago,2019-08-18T03:08:09.223Z,"{'userId': '978203215', 'realm': 'RT', 'displayName': 'Jeffrey B', 'accountLink': '/user/id/978203215'}"
2019-08-18T02:30:52.219Z,,Linda Lea,False,False,False,True,STAR_5,All of the animals were so life-like and real!  I dont know how they do that!  WONDERFUL!  Loved it!,5.0,12h ago,2019-08-18T02:30:52.219Z,"{'userId': '820a7d8b-6d22-447a-9ed9-02dc1437db87', 'realm': 'Fandango', 'displayName': 'Linda Lea', 'accountLink': None}"
2019-08-18T02:29:04.887Z,,Tim T,False,False,False,True,STAR_4,Very good movie a little violent for young kids maybe,4.0,12h ago,2019-08-18T02:29:04.887Z,"{'userId': '7b25d789-e4e6-4eb4-9f75-500c240b5706', 'realm': 'Fandango', 'displayName': 'Tim T', 'accountLink': None}"
2019-08-18T02:14:40.116Z,,ch,False,False,False,True,STAR_5,awesome!!! a must see,5.0,12h ago,2019-08-18T02:14:40.116Z,"{'userId': 'D91F2EBC-B1EF-4D59-BEF2-D59000B603D0', 'realm': 'Fandango', 'displayName': 'ch', 'accountLink': None}"
2019-08-18T02:07:24.616Z,,J,False,False,False,True,STAR_0_5,Animation was good. Nearly every line was the exact same as the old movie though so its very boring. Besides the way the movie looks it is the exact same. Dont really understand why they remade this one. At least the Aladdin remake had some changes to the story line and new songs to keep it fresh and entertaining,0.5,13h ago,2019-08-18T02:07:32.852Z,"{'userId': '2406414a-397f-4d7a-affc-b0a912d2fdab', 'realm': 'Fandango', 'displayName': 'J', 'accountLink': None}"
2019-08-18T01:43:16.296Z,,,False,False,False,False,STAR_4_5,"Not the original, but just as special.",4.5,13h ago,2019-08-18T01:43:16.296Z,"{'userId': '260314256', 'realm': 'RT', 'displayName': None, 'accountLink': '/user/id/260314256'}"
2019-08-18T01:40:56.927Z,,sheri w,False,False,False,True,STAR_3,the hype didn't meet expectations,3.0,13h ago,2019-08-18T01:40:56.927Z,"{'userId': 'D43132C3-78D5-48D7-9A3A-F66A5038E557', 'realm': 'Fandango', 'displayName': 'sheri w', 'accountLink': None}"
2019-08-18T01:29:38.529Z,,Kenneth P.,False,False,False,True,STAR_4,"While rated PG, it is most appropriate for fourth or fifth graders & up.",4.0,13h ago,2019-08-18T01:29:38.529Z,"{'userId': '1772b651-3b2d-418e-998d-cd7e588c3b2c', 'realm': 'Fandango', 'displayName': 'Kenneth P.', 'accountLink': None}"
2019-08-18T01:28:25.450Z,,Salsamanp,False,False,False,True,STAR_5,Very good adaptation of the original cartoon with realistic looking animation.,5.0,13h ago,2019-08-18T01:28:25.450Z,"{'userId': '219cb505-1e94-4299-9511-dafae418922a', 'realm': 'Fandango', 'displayName': 'Salsamanp', 'accountLink': None}"
2019-08-18T01:04:16.101Z,,Jennifer,False,False,False,True,STAR_5,Wonderful and pretty close to the original!,5.0,14h ago,2019-08-18T01:04:16.101Z,"{'userId': '9D2E9337-C3D2-4A18-8976-59C9705C0948', 'realm': 'Fandango', 'displayName': 'Jennifer', 'accountLink': None}"
2019-08-18T00:59:46.371Z,,SWalt,False,False,False,True,STAR_5,Loved it. I loved the original cartoon so I have it a shot and tell on love.,5.0,14h ago,2019-08-18T00:59:46.371Z,"{'userId': '20929b8f-e35e-469d-83a8-224b257e5c13', 'realm': 'Fandango', 'displayName': 'SWalt', 'accountLink': None}"
2019-08-18T00:57:22.168Z,,Juan S,False,False,False,False,STAR_4,"Same history, more realist. Good work. ",4.0,14h ago,2019-08-18T00:57:22.165Z,"{'userId': '978203088', 'realm': 'RT', 'displayName': 'Juan S', 'accountLink': '/user/id/978203088'}"
2019-08-18T00:18:38.119Z,,Paula R,False,False,False,True,STAR_5,This story will never grow old....just a fresh perspective on wonderful!,5.0,14h ago,2019-08-18T00:18:38.119Z,"{'userId': 'c06d43ca-18b3-42f7-a9bf-7e5cfb7fc39d', 'realm': 'Fandango', 'displayName': 'Paula R', 'accountLink': None}"
2019-08-18T00:14:59.136Z,,scouting6,False,False,False,True,STAR_2,I fell asleep several times.  Animated movie was so much better.,2.0,14h ago,2019-08-18T00:14:59.136Z,"{'userId': '82FCCD42-66C4-41E7-96F7-DE3B46764B51', 'realm': 'Fandango', 'displayName': 'scouting6', 'accountLink': None}"
2019-08-18T00:12:48.842Z,,David G,False,False,False,False,STAR_2_5,VERY BEAUTIFUL. The CGI looked genuinely amazing but that's all I really have to say. The animated one was so much better. At least they brought back James Earl Jones. However SETH ROGAN should NOT have been PUMBA. I now will always picture Pumba as a stoner,2.5,14h ago,2019-08-18T00:12:48.842Z,"{'userId': '978171705', 'realm': 'RT', 'displayName': 'David G', 'accountLink': '/user/id/978171705'}"
2019-08-18T00:06:43.886Z,,Michelle Salazar,False,False,False,True,STAR_5,It was wonderful!! My family loved it! There is nothing i would change. It was perfect!!😊,5.0,15h ago,2019-08-18T00:06:43.886Z,"{'userId': 'F73BC87D-F6D2-4F9D-A1AD-A4324462D0EC', 'realm': 'Fandango', 'displayName': 'Michelle Salazar', 'accountLink': None}"
2019-08-17T23:47:09.266Z,,Cet,False,False,False,True,STAR_4,"Very entertaining. Seth Rogan as Pumba was excellent. Please tell me how on Earth you recite “Be Prepared”?! We got jilted out of that. Also, star off because remakes involving animals don’t go over as well as humans. Aladdin allowed you to better immerse yourself, since there were humans you could connect with. I don’t think anything was gained by remaking Lion King.",4.0,15h ago,2019-08-17T23:47:09.266Z,"{'userId': 'B68B17A0-1F10-4C61-9D29-A3EE48822C4B', 'realm': 'Fandango', 'displayName': 'Cet', 'accountLink': None}"
2019-08-17T23:37:13.441Z,,Charles Ward,False,False,False,True,STAR_4_5,Greatest adaptation!!!,4.5,15h ago,2019-08-17T23:37:13.441Z,"{'userId': '8A06AC36-221D-426F-A117-45BEAD96C09E', 'realm': 'Fandango', 'displayName': 'Charles Ward', 'accountLink': None}"
2019-08-17T23:21:09.548Z,,Claudia C,False,False,False,False,STAR_3_5,"I don't know what to feel about this movie.
I was waiting to see it since it was announced that it was going out, I saw the trailer and the emotion was great but at the moment of seeing it the feeling was different. I felt that it was not what I expected.
I will not deny that the effects and the music were incredible, but I do not know why but the plot did not convince me. I felt that I had seen another movie and not THE LION KING.
It would have been nice if this movie would have looked a little closer to the original. I think that I would have enjoyed it more.
I can say that I liked it but I did not enjoy it at all.",3.5,15h ago,2019-08-17T23:21:09.548Z,"{'userId': '978202971', 'realm': 'RT', 'displayName': 'Claudia C', 'accountLink': '/user/id/978202971'}"
2019-08-17T23:06:14.086Z,,Google,False,False,False,False,STAR_4_5,"I really liked this remake of the Disney Classic.  I didn't like how the movie changed certain iconic aspects of the original. Overall though, the movie was basically the exact same as the original and also includes a few extra scenes that help to tell the story.  I would definitely go see this before it leaves theaters!",4.5,16h ago,2019-08-17T23:06:14.086Z,"{'userId': '7af5a466-5e13-4dea-84e6-3d28403f02d2', 'realm': 'Fandango', 'displayName': 'Google', 'accountLink': None}"
2019-08-17T22:58:31.474Z,,Shamontae,False,False,False,True,STAR_5,Great performances and altogether recreation,5.0,16h ago,2019-08-17T22:58:31.474Z,"{'userId': '3cca24e6-e906-4d4e-bff5-641f546314c9', 'realm': 'Fandango', 'displayName': 'Shamontae', 'accountLink': None}"
2019-08-17T22:52:20.114Z,,Angel,False,False,False,True,STAR_5,Great movie for the kids.,5.0,16h ago,2019-08-17T22:52:20.114Z,"{'userId': 'C1CEC4B4-575E-4030-B4C8-B77CECFF19D3', 'realm': 'Fandango', 'displayName': 'Angel', 'accountLink': None}"
2019-08-17T22:42:15.647Z,,Ellena,False,False,False,True,STAR_4_5,Fulfilled my nostalgia,4.5,16h ago,2019-08-17T22:42:15.647Z,"{'userId': '091629A5-E372-4164-BDC3-16BEB6D1CF2F', 'realm': 'Fandango', 'displayName': 'Ellena', 'accountLink': None}"
2019-08-17T22:32:28.679Z,,Heidi L,False,False,False,True,STAR_2,Hated that it was different that original,2.0,16h ago,2019-08-17T22:32:28.679Z,"{'userId': '9D7FC189-CD94-404D-9F2C-F1A42FF4AF41', 'realm': 'Fandango', 'displayName': 'Heidi L', 'accountLink': None}"
2019-08-17T22:18:43.032Z,,Lenora,False,False,False,True,STAR_5,Loved the special affects,5.0,16h ago,2019-08-17T22:18:43.032Z,"{'userId': '0EC70ECD-F63E-4ACD-ABF7-C3D983B56AA6', 'realm': 'Fandango', 'displayName': 'Lenora', 'accountLink': None}"
2019-08-17T22:04:48.038Z,,Ted,False,False,False,True,STAR_3,Not much humor. Not even close to as good as the original. I had high hopes after watching the Jungle Book remake by this director. Just seemed uninspired. It had pretty good CGI however.,3.0,17h ago,2019-08-17T22:04:48.038Z,"{'userId': 'C7AA7076-7B30-4882-859E-9BBCF727D49D', 'realm': 'Fandango', 'displayName': 'Ted', 'accountLink': None}"
2019-08-17T21:49:44.181Z,,Alyssa,False,False,False,False,STAR_5,It was amazing. Best Disney remake!,5.0,17h ago,2019-08-17T21:49:44.181Z,"{'userId': '93717EC0-2BBB-4D7E-B379-1317E137BA80', 'realm': 'Fandango', 'displayName': 'Alyssa', 'accountLink': None}"
2019-08-17T21:18:39.378Z,,cindy,False,False,False,True,STAR_5,great movie just like the original,5.0,17h ago,2019-08-17T21:18:39.378Z,"{'userId': 'D641A434-A130-484A-BEC8-FD95FFE6CA62', 'realm': 'Fandango', 'displayName': 'cindy', 'accountLink': None}"
2019-08-17T21:17:37.894Z,,Madeleine,False,False,False,True,STAR_5,"of all the new Disney remakes, this was by far my favorite one!",5.0,17h ago,2019-08-17T21:17:37.894Z,"{'userId': 'D47EE08C-77C9-46D5-94E9-7B5E765FFA6E', 'realm': 'Fandango', 'displayName': 'Madeleine', 'accountLink': None}"
2019-08-17T21:13:25.779Z,,nora,False,False,False,True,STAR_3,It was fine. Basically a shot for shot remake of the original without the fun and emotion. This won’t be replacing the animated version in our viewing list.,3.0,17h ago,2019-08-17T21:13:25.779Z,"{'userId': 'A70EC39F-D8BB-4249-9635-4AF4DAAC0C52', 'realm': 'Fandango', 'displayName': 'nora', 'accountLink': None}"
2019-08-17T20:52:39.008Z,,KrisP,False,False,False,True,STAR_5,Go and see it. It's worth it,5.0,18h ago,2019-08-17T20:52:39.008Z,"{'userId': '926F9383-7F00-48A3-9837-8E442259B715', 'realm': 'Fandango', 'displayName': 'KrisP', 'accountLink': None}"
2019-08-17T20:38:48.823Z,,,False,False,False,False,STAR_0_5,This movie is the most uninspired cash grab I have ever seen in my life. It’s sad to see such a gross waste of talent with the amazing visuals to the amazing voice actors I wish they did something original instead of the same useless boring formulaic garbage ,0.5,18h ago,2019-08-17T20:38:48.823Z,"{'userId': '260245382', 'realm': 'RT', 'displayName': None, 'accountLink': '/user/id/260245382'}"
2019-08-17T20:32:36.603Z,https://graph.facebook.com/v3.3/2658894564134291/picture,Danielle W,False,False,False,False,STAR_5,Thought they did a great job. The family loved it! Will definitely go see it again.,5.0,18h ago,2019-08-17T20:32:36.603Z,"{'userId': '978202801', 'realm': 'RT', 'displayName': 'Danielle W', 'accountLink': '/user/id/978202801'}"
2019-08-17T20:19:53.807Z,,Shauna,False,False,False,True,STAR_3_5,The movie was good. There’s some songs missing. It didn’t give me the same energy as the original but again it was a good movie.,3.5,18h ago,2019-08-17T20:19:53.807Z,"{'userId': 'CF62DA15-F66C-4321-8AA0-A4FE89E979C5', 'realm': 'Fandango', 'displayName': 'Shauna', 'accountLink': None}"
2019-08-17T20:10:23.630Z,,Brian,False,False,False,True,STAR_5,"The new Lion King remake is phenomenal!! I personally LOVED the new Lion King. I actually like it just as much as the original if not more. I think Jon Favreau is a creative genius in his visionary take on projects. Unfortunately Disney got the Lion King right the first time, which didn’t necessitate a remake. Which is why 90% of the original had been untouched for the 2019 version. HOWEVER... I think Favreau’s brilliance will really come through if they get him to make a Lion King 2. The original is impossible to beat. But the sequels and spinoffs are much less memorable for MOST fans, yet still provide an excellent foundation for someone like Favreau to take it and really make it something special. Just like he did with Jungle Book. Jungle Book had plenty of room for creative reimagining because it’s not as widely memorable, which is where he could take liberties that he simply didn’t have with Lion King. I honestly think that the remake we got is by far the best possible job any director could’ve done with the scope of the task at hand. Excellent work and it deserves every dollar and accolade that it’s earning as we speak!! TWO THUMBS WAY UP!!!!",5.0,19h ago,2019-08-17T20:10:23.630Z,"{'userId': '4C5B2CD6-DF11-42DD-BB5B-88F5691C1BD8', 'realm': 'Fandango', 'displayName': 'Brian', 'accountLink': None}"
2019-08-17T20:09:06.653Z,,Kenneth M,False,False,False,True,STAR_5,"Fantastic film!! Better then the original. loved it!!!

MUST SEE!!!!!🔥🔥🔥",5.0,19h ago,2019-08-17T20:09:06.653Z,"{'userId': '986F0DB3-9CE0-4E42-8AA3-7F8542C9561C', 'realm': 'Fandango', 'displayName': 'Kenneth M', 'accountLink': None}"
2019-08-17T20:04:13.380Z,,trish bolton,False,False,False,True,STAR_5,loved it. a little long,5.0,19h ago,2019-08-17T20:04:13.380Z,"{'userId': '6E99C32B-BD61-4A39-B341-1E524A2BFBCD', 'realm': 'Fandango', 'displayName': 'trish bolton', 'accountLink': None}"
2019-08-17T19:18:02.914Z,,Carnell,False,False,False,True,STAR_4,like watching national geographic,4.0,19h ago,2019-08-17T19:18:02.914Z,"{'userId': '70C39308-2B67-4E99-BB2D-6D40BF673D05', 'realm': 'Fandango', 'displayName': 'Carnell', 'accountLink': None}"
2019-08-17T19:11:18.684Z,,Facebook U,False,False,False,True,STAR_3_5,liked the movie but the original is still better,3.5,20h ago,2019-08-17T19:11:18.684Z,"{'userId': '7F8D1801-3BBB-4D17-B07F-E8E859E009FF', 'realm': 'Fandango', 'displayName': 'Facebook U', 'accountLink': None}"
2019-08-17T19:11:16.397Z,,Linda N,False,False,False,True,STAR_5,done as only Disney can.,5.0,20h ago,2019-08-17T19:11:16.397Z,"{'userId': 'DBC59A7F-00CA-4E1B-A0F8-669613E966DB', 'realm': 'Fandango', 'displayName': 'Linda N', 'accountLink': None}"
2019-08-17T19:03:50.923Z,,Connie,False,False,False,True,STAR_4,"The film setting in South Africa and the live animals makes this an even more dramatic, moving story than the original animation although a bit more scary for younger children. Portraying the eat or be eaten rules of the wild were hinted at rather than depicted- no blood in the final fight scene. The comedic warthog relieved the great loss and loneliness of Simba.",4.0,20h ago,2019-08-17T19:03:50.923Z,"{'userId': 'dcc7a523-ecd4-4f24-b64f-1ac31f6b8a98', 'realm': 'Fandango', 'displayName': 'Connie', 'accountLink': None}"
2019-08-17T18:50:20.468Z,,clynn4mk,False,False,False,True,STAR_5,it was true to the original & outstanding. You felt like you were there & very realistic.,5.0,20h ago,2019-08-17T18:50:20.468Z,"{'userId': 'D20B5AD5-9A60-4045-A7C9-21F048C266F6', 'realm': 'Fandango', 'displayName': 'clynn4mk', 'accountLink': None}"
2019-08-17T18:36:42.813Z,,JMoerana,False,False,False,True,STAR_5,Loved the movie from beginning to end. My daughter and I saw it twice.,5.0,20h ago,2019-08-17T18:36:42.813Z,"{'userId': '1BBA6644-24CC-4818-8986-E278FF26E542', 'realm': 'Fandango', 'displayName': 'JMoerana', 'accountLink': None}"
2019-08-17T18:00:53.642Z,,Amber,False,False,False,True,STAR_3,Identical to animate script without any of the magic or emotion.,3.0,21h ago,2019-08-17T18:00:53.642Z,"{'userId': 'DC10EE1F-11E4-4324-8EC3-1AF889B3C2F2', 'realm': 'Fandango', 'displayName': 'Amber', 'accountLink': None}"
2019-08-17T17:54:33.165Z,,AJ,False,False,False,True,STAR_5,It was awesome. I loved it.,5.0,21h ago,2019-08-17T17:54:33.165Z,"{'userId': 'CAEDB31E-DF1A-4F7E-95D1-95B3C53707C0', 'realm': 'Fandango', 'displayName': 'AJ', 'accountLink': None}"
2019-08-17T17:35:01.500Z,,Avant S,False,False,False,False,STAR_2_5,Modern technology and all the motion graphics are all cool and stuff but did we really need to watch the same story frame to frame? probably not. Original lion king will always have something the newer version lacks. which is emotion. ,2.5,21h ago,2019-08-17T17:35:01.500Z,"{'userId': '972906289', 'realm': 'RT', 'displayName': 'Avant S', 'accountLink': '/user/id/972906289'}"
2019-08-17T17:31:55.047Z,,Patricia  B,False,False,False,False,STAR_5,Visually fascinating.  Of course a good story and music.,5.0,21h ago,2019-08-17T17:31:55.047Z,"{'userId': '978019904', 'realm': 'RT', 'displayName': 'Patricia  B', 'accountLink': '/user/id/978019904'}"
