userId,review,sentiment,word_count,clean_review_stemmed,clean_review_lemmatized,clean_review_tokenized,review_lemmatized,review_stemmed,review_tokenized
ad203738-4ba8-42ec-9710-3d87150b2113,it was absolutely beautiful  loved it ,0,8,"['absolut', 'beauti', 'love']","['absolutely', 'beautiful', 'love']","['absolutely', 'beautiful', 'loved']","['-PRON-', 'be', 'absolutely', 'beautiful', 'love', '-PRON-']","['it', 'was', 'absolut', 'beauti', 'love', 'it']","['it', 'was', 'absolutely', 'beautiful', 'loved', 'it']"
978203635,number one didnt cry number   looks terrible finally short af and just a terrible movie in general very dissapointed,1,21,"['number', 'nt', 'cri', 'number', 'look', 'terribl', 'final', 'short', 'af', 'terribl', 'movi', 'general', 'dissapoint']","['number', 'not', 'cry', 'number', 'look', 'terrible', 'finally', 'short', 'af', 'terrible', 'movie', 'general', 'dissapointed']","['number', 'nt', 'cry', 'number', 'looks', 'terrible', 'finally', 'short', 'af', 'terrible', 'movie', 'general', 'dissapointed']","['number', 'one', 'do', 'not', 'cry', 'number', 'look', 'terrible', 'finally', 'short', 'af', 'and', 'just', 'a', 'terrible', 'movie', 'in', 'general', 'very', 'dissapointed']","['number', 'one', 'did', 'nt', 'cri', 'number', 'look', 'terribl', 'final', 'short', 'af', 'and', 'just', 'a', 'terribl', 'movi', 'in', 'general', 'veri', 'dissapoint']","['number', 'one', 'did', 'nt', 'cry', 'number', 'looks', 'terrible', 'finally', 'short', 'af', 'and', 'just', 'a', 'terrible', 'movie', 'in', 'general', 'very', 'dissapointed']"
2c73ed20-5b9f-41b3-a4fd-8dd3ff8bb20a,i liked most that the animation made the animals look so real,0,12,"['like', 'anim', 'anim', 'look', 'real']","['like', 'animation', 'animal', 'look', 'real']","['liked', 'animation', 'animals', 'look', 'real']","['i', 'like', 'most', 'that', 'the', 'animation', 'make', 'the', 'animal', 'look', 'so', 'real']","['i', 'like', 'most', 'that', 'the', 'anim', 'made', 'the', 'anim', 'look', 'so', 'real']","['i', 'liked', 'most', 'that', 'the', 'animation', 'made', 'the', 'animals', 'look', 'so', 'real']"
871398953,amazing  so realistic and incredible music,0,7,"['amaz', 'realist', 'incred', 'music']","['amazing', 'realistic', 'incredible', 'music']","['amazing', 'realistic', 'incredible', 'music']","['amazing', 'so', 'realistic', 'and', 'incredible', 'music']","['amaz', 'so', 'realist', 'and', 'incred', 'music']","['amazing', 'so', 'realistic', 'and', 'incredible', 'music']"
DD2453B0-37CE-4B47-A099-D15378FC310E,classic  good remake  loved it  glover was outstanding,0,11,"['classic', 'good', 'remak', 'love', 'glover', 'outstand']","['classic', 'good', 'remake', 'love', 'glover', 'outstanding']","['classic', 'good', 'remake', 'loved', 'glover', 'outstanding']","['classic', 'good', 'remake', 'love', '-PRON-', 'glover', 'be', 'outstanding']","['classic', 'good', 'remak', 'love', 'it', 'glover', 'was', 'outstand']","['classic', 'good', 'remake', 'loved', 'it', 'glover', 'was', 'outstanding']"
906750266,nice animation cgi but completely lacking the  disney  style humour and wonder of the original   undue concentration on violence scared the kiddies   the real question is  why  ,1,36,"['nice', 'anim', 'cgi', 'complet', 'lack', 'disney', 'style', 'humour', 'wonder', 'origin', 'undu', 'concentr', 'violenc', 'scare', 'kiddi', 'real', 'question']","['nice', 'animation', 'cgi', 'completely', 'lack', 'disney', 'style', 'humour', 'wonder', 'original', 'undue', 'concentration', 'violence', 'scare', 'kiddy', 'real', 'question']","['nice', 'animation', 'cgi', 'completely', 'lacking', 'disney', 'style', 'humour', 'wonder', 'original', 'undue', 'concentration', 'violence', 'scared', 'kiddies', 'real', 'question']","['nice', 'animation', 'cgi', 'but', 'completely', 'lack', 'the', 'disney', 'style', 'humour', 'and', 'wonder', 'of', 'the', 'original', 'undue', 'concentration', 'on', 'violence', 'scare', 'the', 'kiddy', 'the', 'real', 'question', 'be', 'why']","['nice', 'anim', 'cgi', 'but', 'complet', 'lack', 'the', 'disney', 'style', 'humour', 'and', 'wonder', 'of', 'the', 'origin', 'undu', 'concentr', 'on', 'violenc', 'scare', 'the', 'kiddi', 'the', 'real', 'question', 'is', 'whi']","['nice', 'animation', 'cgi', 'but', 'completely', 'lacking', 'the', 'disney', 'style', 'humour', 'and', 'wonder', 'of', 'the', 'original', 'undue', 'concentration', 'on', 'violence', 'scared', 'the', 'kiddies', 'the', 'real', 'question', 'is', 'why']"
21FE7D93-351C-43B5-833D-B1DB11F3FD6A,good but go mainly for the sentimental value,0,8,"['good', 'main', 'sentiment', 'valu']","['good', 'mainly', 'sentimental', 'value']","['good', 'mainly', 'sentimental', 'value']","['good', 'but', 'go', 'mainly', 'for', 'the', 'sentimental', 'value']","['good', 'but', 'go', 'main', 'for', 'the', 'sentiment', 'valu']","['good', 'but', 'go', 'mainly', 'for', 'the', 'sentimental', 'value']"
E62CDAD2-329A-4924-8455-35249C3BCC4D,the animation was really good,0,5,"['anim', 'good']","['animation', 'good']","['animation', 'good']","['the', 'animation', 'be', 'really', 'good']","['the', 'anim', 'was', 'realli', 'good']","['the', 'animation', 'was', 'really', 'good']"
8229f609-93a7-4c8e-8ec7-37b18fa65679,i thought it was awesone  i really like the originalaty of the animals really enjoyed it  i would see it again   they nailed it  cant wait till dvd comes out  very much worth it,0,40,"['thought', 'aweson', 'like', 'originalati', 'anim', 'enjoy', 'nail', 'nt', 'wait', 'till', 'dvd', 'come', 'worth']","['think', 'awesone', 'like', 'originalaty', 'animal', 'enjoy', 'nail', 'not', 'wait', 'till', 'dvd', 'come', 'worth']","['thought', 'awesone', 'like', 'originalaty', 'animals', 'enjoyed', 'nailed', 'nt', 'wait', 'till', 'dvd', 'comes', 'worth']","['i', 'think', '-PRON-', 'be', 'awesone', 'i', 'really', 'like', 'the', 'originalaty', 'of', 'the', 'animal', 'really', 'enjoy', '-PRON-', 'i', 'would', 'see', '-PRON-', 'again', '-PRON-', 'nail', '-PRON-', 'can', 'not', 'wait', 'till', 'dvd', 'come', 'out', 'very', 'much', 'worth', '-PRON-']","['i', 'thought', 'it', 'was', 'aweson', 'i', 'realli', 'like', 'the', 'originalati', 'of', 'the', 'anim', 'realli', 'enjoy', 'it', 'i', 'would', 'see', 'it', 'again', 'they', 'nail', 'it', 'ca', 'nt', 'wait', 'till', 'dvd', 'come', 'out', 'veri', 'much', 'worth', 'it']","['i', 'thought', 'it', 'was', 'awesone', 'i', 'really', 'like', 'the', 'originalaty', 'of', 'the', 'animals', 'really', 'enjoyed', 'it', 'i', 'would', 'see', 'it', 'again', 'they', 'nailed', 'it', 'ca', 'nt', 'wait', 'till', 'dvd', 'comes', 'out', 'very', 'much', 'worth', 'it']"
8B9ED608-C9C6-4EAF-82A3-1DF9FFFD0EA4,i think that they should have brought back more of the original voice actors  this movie is so iconic and so important to so many people    i do not think they did it any justice the way it is   if they had created an entirely new story with the kind of computer generated animals that were in the lion king they would have had an amazing movie but  the way it is now it was kind of disappointing,1,85,"['think', 'brought', 'origin', 'voic', 'actor', 'movi', 'icon', 'import', 'peopl', 'think', 'justic', 'way', 'creat', 'entir', 'new', 'stori', 'kind', 'comput', 'generat', 'anim', 'lion', 'king', 'amaz', 'movi', 'way', 'kind', 'disappoint']","['think', 'bring', 'original', 'voice', 'actor', 'movie', 'iconic', 'important', 'people', 'think', 'justice', 'way', 'create', 'entirely', 'new', 'story', 'kind', 'computer', 'generate', 'animal', 'lion', 'king', 'amazing', 'movie', 'way', 'kind', 'disappointing']","['think', 'brought', 'original', 'voice', 'actors', 'movie', 'iconic', 'important', 'people', 'think', 'justice', 'way', 'created', 'entirely', 'new', 'story', 'kind', 'computer', 'generated', 'animals', 'lion', 'king', 'amazing', 'movie', 'way', 'kind', 'disappointing']","['i', 'think', 'that', '-PRON-', 'should', 'have', 'bring', 'back', 'more', 'of', 'the', 'original', 'voice', 'actor', 'this', 'movie', 'be', 'so', 'iconic', 'and', 'so', 'important', 'to', 'so', 'many', 'people', 'i', 'do', 'not', 'think', '-PRON-', 'do', '-PRON-', 'any', 'justice', 'the', 'way', '-PRON-', 'be', 'if', '-PRON-', 'have', 'create', 'an', 'entirely', 'new', 'story', 'with', 'the', 'kind', 'of', 'computer', 'generate', 'animal', 'that', 'be', 'in', 'the', 'lion', 'king', '-PRON-', 'would', 'have', 'have', 'an', 'amazing', 'movie', 'but', 'the', 'way', '-PRON-', 'be', 'now', '-PRON-', 'be', 'kind', 'of', 'disappointing']","['i', 'think', 'that', 'they', 'should', 'have', 'brought', 'back', 'more', 'of', 'the', 'origin', 'voic', 'actor', 'this', 'movi', 'is', 'so', 'icon', 'and', 'so', 'import', 'to', 'so', 'mani', 'peopl', 'i', 'do', 'not', 'think', 'they', 'did', 'it', 'ani', 'justic', 'the', 'way', 'it', 'is', 'if', 'they', 'had', 'creat', 'an', 'entir', 'new', 'stori', 'with', 'the', 'kind', 'of', 'comput', 'generat', 'anim', 'that', 'were', 'in', 'the', 'lion', 'king', 'they', 'would', 'have', 'had', 'an', 'amaz', 'movi', 'but', 'the', 'way', 'it', 'is', 'now', 'it', 'was', 'kind', 'of', 'disappoint']","['i', 'think', 'that', 'they', 'should', 'have', 'brought', 'back', 'more', 'of', 'the', 'original', 'voice', 'actors', 'this', 'movie', 'is', 'so', 'iconic', 'and', 'so', 'important', 'to', 'so', 'many', 'people', 'i', 'do', 'not', 'think', 'they', 'did', 'it', 'any', 'justice', 'the', 'way', 'it', 'is', 'if', 'they', 'had', 'created', 'an', 'entirely', 'new', 'story', 'with', 'the', 'kind', 'of', 'computer', 'generated', 'animals', 'that', 'were', 'in', 'the', 'lion', 'king', 'they', 'would', 'have', 'had', 'an', 'amazing', 'movie', 'but', 'the', 'way', 'it', 'is', 'now', 'it', 'was', 'kind', 'of', 'disappointing']"
C792B3A4-EC33-48C2-A911-A2AAB946B94F,great  absolutely great   the animation was great  the story line spot on and beyonce delivered   a little more violence than the animated version but that was expected   overall   loved it ,0,41,"['great', 'absolut', 'great', 'anim', 'great', 'stori', 'line', 'spot', 'beyonc', 'deliv', 'littl', 'violenc', 'anim', 'version', 'expect', 'overal', 'love']","['great', 'absolutely', 'great', 'animation', 'great', 'story', 'line', 'spot', 'beyonce', 'deliver', 'little', 'violence', 'animate', 'version', 'expect', 'overall', 'love']","['great', 'absolutely', 'great', 'animation', 'great', 'story', 'line', 'spot', 'beyonce', 'delivered', 'little', 'violence', 'animated', 'version', 'expected', 'overall', 'loved']","['great', 'absolutely', 'great', 'the', 'animation', 'be', 'great', 'the', 'story', 'line', 'spot', 'on', 'and', 'beyonce', 'deliver', 'a', 'little', 'more', 'violence', 'than', 'the', 'animate', 'version', 'but', 'that', 'be', 'expect', 'overall', 'love', '-PRON-']","['great', 'absolut', 'great', 'the', 'anim', 'was', 'great', 'the', 'stori', 'line', 'spot', 'on', 'and', 'beyonc', 'deliv', 'a', 'littl', 'more', 'violenc', 'than', 'the', 'anim', 'version', 'but', 'that', 'was', 'expect', 'overal', 'love', 'it']","['great', 'absolutely', 'great', 'the', 'animation', 'was', 'great', 'the', 'story', 'line', 'spot', 'on', 'and', 'beyonce', 'delivered', 'a', 'little', 'more', 'violence', 'than', 'the', 'animated', 'version', 'but', 'that', 'was', 'expected', 'overall', 'loved', 'it']"
45c8dfaa-e20f-44df-8f01-445c0f055e42,it was just like the first one  very good animation  very cute movie,0,15,"['like', 'good', 'anim', 'cute', 'movi']","['like', 'good', 'animation', 'cute', 'movie']","['like', 'good', 'animation', 'cute', 'movie']","['-PRON-', 'be', 'just', 'like', 'the', 'first', 'one', 'very', 'good', 'animation', 'very', 'cute', 'movie']","['it', 'was', 'just', 'like', 'the', 'first', 'one', 'veri', 'good', 'anim', 'veri', 'cute', 'movi']","['it', 'was', 'just', 'like', 'the', 'first', 'one', 'very', 'good', 'animation', 'very', 'cute', 'movie']"
978203293,did not make me feel anything unlike the original ,1,10,"['feel', 'unlik', 'origin']","['feel', 'unlike', 'original']","['feel', 'unlike', 'original']","['do', 'not', 'make', '-PRON-', 'feel', 'anything', 'unlike', 'the', 'original']","['did', 'not', 'make', 'me', 'feel', 'anyth', 'unlik', 'the', 'origin']","['did', 'not', 'make', 'me', 'feel', 'anything', 'unlike', 'the', 'original']"
8ce21b61-d2b1-453e-ab78-fe0ba06088d5,well done  a great way to redo a classic  it felt part national geographic  part pixar  loved watching all of the animal species in their habitat ,0,31,"['great', 'way', 'redo', 'classic', 'felt', 'nation', 'geograph', 'pixar', 'love', 'watch', 'anim', 'speci', 'habitat']","['great', 'way', 'redo', 'classic', 'feel', 'national', 'geographic', 'pixar', 'love', 'watch', 'animal', 'specie', 'habitat']","['great', 'way', 'redo', 'classic', 'felt', 'national', 'geographic', 'pixar', 'loved', 'watching', 'animal', 'species', 'habitat']","['well', 'do', 'a', 'great', 'way', 'to', 'redo', 'a', 'classic', '-PRON-', 'feel', 'part', 'national', 'geographic', 'part', 'pixar', 'love', 'watch', 'all', 'of', 'the', 'animal', 'specie', 'in', '-PRON-', 'habitat']","['well', 'done', 'a', 'great', 'way', 'to', 'redo', 'a', 'classic', 'it', 'felt', 'part', 'nation', 'geograph', 'part', 'pixar', 'love', 'watch', 'all', 'of', 'the', 'anim', 'speci', 'in', 'their', 'habitat']","['well', 'done', 'a', 'great', 'way', 'to', 'redo', 'a', 'classic', 'it', 'felt', 'part', 'national', 'geographic', 'part', 'pixar', 'loved', 'watching', 'all', 'of', 'the', 'animal', 'species', 'in', 'their', 'habitat']"
4e4abb87-64d4-4f65-8673-8e0b9b612c1b,good movie   just that the original animated was better  in my humble opinion ,0,17,"['good', 'movi', 'origin', 'anim', 'better', 'humbl', 'opinion']","['good', 'movie', 'original', 'animate', 'well', 'humble', 'opinion']","['good', 'movie', 'original', 'animated', 'better', 'humble', 'opinion']","['good', 'movie', 'just', 'that', 'the', 'original', 'animate', 'be', 'well', 'in', '-PRON-', 'humble', 'opinion']","['good', 'movi', 'just', 'that', 'the', 'origin', 'anim', 'was', 'better', 'in', 'my', 'humbl', 'opinion']","['good', 'movie', 'just', 'that', 'the', 'original', 'animated', 'was', 'better', 'in', 'my', 'humble', 'opinion']"
