Merchant_ID,Fraudster
42481,0
171935,0
177665,0
348868,0
197246,0
15899,0
366110,0
174646,0
175206,0
349341,0
277269,0
133823,0
389242,0
137701,0
86979,0
103103,0
84930,0
52213,0
62245,0
197892,0
49036,0
310923,0
74974,0
154527,0
105735,0
96301,0
259286,0
216579,0
210358,0
123532,0
200862,0
156356,0
307167,0
286928,0
14501,0
386336,0
392247,0
106178,0
8377,0
243684,0
275907,0
248404,0
71351,0
208014,0
79017,0
49326,0
102512,0
272683,0
302418,0
394164,0
204284,0
98204,0
178564,0
327652,0
192510,0
118499,0
328241,0
215118,0
163781,0
116959,0
135456,0
29117,0
129486,0
285486,0
218788,0
328638,0
139679,0
315097,0
173380,0
293344,0
391493,0
239960,0
54687,0
274973,0
363700,0
78070,0
351801,0
352426,0
99260,0
336093,0
83353,0
10302,0
181094,0
42743,0
314601,0
122161,0
126472,0
237577,0
323038,0
3763,0
91133,0
30142,0
126285,0
119692,0
270584,0
254241,0
272470,0
350273,0
39904,0
214633,0
6119,0
320458,0
197834,0
184452,0
2768,0
396669,0
61156,0
345918,0
204881,0
368934,0
168510,0
334342,0
23123,0
221044,0
117612,0
366065,0
157226,0
18045,0
76840,0
305302,0
30607,0
71008,0
201143,0
364872,0
58021,0
375079,0
9225,0
113955,0
197195,0
24038,0
116810,0
236721,0
327188,0
211317,0
71594,0
282547,0
139054,0
98030,0
158935,0
319188,0
257827,0
4989,0
172383,0
251203,0
12425,0
339994,0
219445,0
70859,0
371125,0
34165,0
172603,0
110190,0
392406,0
221594,0
305579,0
369032,0
352520,0
252992,0
150949,0
180044,0
167288,0
66292,0
223205,0
19342,0
128247,0
5739,0
218058,0
370714,0
260596,0
322295,0
294997,0
149981,0
170690,0
60739,0
194818,0
297734,0
201015,0
254346,0
326161,0
389359,0
111107,0
277587,0
371193,0
264745,0
77451,0
362731,0
27107,0
372525,0
311697,0
330944,0
277225,0
300459,0
162663,0
359063,0
130319,0
340539,0
104498,0
205194,0
190230,0
370188,0
93665,0
38511,0
79630,0
80508,0
17640,0
251682,0
19173,0
314584,0
37233,0
118186,0
326613,0
364308,0
41298,0
21550,0
196446,0
198451,0
156619,0
237379,0
94359,0
167377,0
288357,0
156440,0
175572,0
145829,0
50881,0
388538,0
275908,0
182792,0
146799,0
205495,0
194687,0
181561,0
60668,0
156547,0
175980,0
381450,0
123412,0
362241,0
375734,0
159355,0
366205,0
63932,0
46499,0
355402,0
213479,0
140615,0
226615,0
237050,0
235968,0
57336,0
147659,0
352864,0
295627,0
185448,0
131901,0
94391,0
311159,0
385334,0
17259,0
106401,0
37690,0
260710,0
163125,0
382139,0
123629,0
186480,0
146573,0
71686,0
82334,0
352206,0
24500,0
166877,0
300893,0
305171,0
260931,0
235119,0
22028,0
136358,0
54823,0
89796,0
61476,0
385502,0
280986,0
116799,0
98153,0
31351,0
58876,0
87487,0
361158,0
128269,0
266970,0
95009,0
290767,0
366793,0
129321,0
85746,0
87092,0
146060,0
338328,0
1194,0
27586,0
399721,0
322815,0
16779,0
1589,0
389840,0
372290,0
138962,0
335902,0
315067,0
372671,0
269085,0
245634,0
237443,0
13083,0
261231,0
70692,0
172016,0
228392,0
245100,0
87913,0
229294,0
346059,0
228551,0
362635,0
229286,0
261080,0
33086,0
119850,0
346218,0
168315,0
259475,0
350823,0
98120,0
323629,0
54144,0
75901,0
125583,0
246184,0
211829,0
377092,0
135569,0
339246,0
67620,0
353335,0
138329,0
148928,0
229971,0
254864,0
285003,0
31173,0
51068,0
211568,0
23767,0
194230,0
396402,0
313035,0
192516,0
335824,0
257092,0
102213,0
244917,0
35479,0
7231,0
258961,0
315620,0
59302,0
341701,0
312764,0
326759,0
234333,0
116303,0
213366,0
205698,0
85061,0
51824,0
353269,0
66805,0
359808,0
392441,0
288555,0
333471,0
338479,0
258403,0
312854,0
284033,0
119793,0
208701,0
343286,0
270678,0
394258,0
360814,0
143856,0
371469,0
185465,0
29911,0
214061,0
202047,0
106032,0
36288,0
234817,0
28899,0
209197,0
99336,0
106557,0
144840,0
5115,0
155776,0
114345,0
384845,0
380219,0
129268,0
35079,0
33761,0
320183,0
14907,0
40637,0
367784,0
332059,0
92017,0
53079,0
226786,0
108307,0
142245,0
38388,0
76932,0
392199,0
11558,0
1721,0
363873,0
323596,0
147881,0
68725,0
288915,0
324107,0
229487,0
52400,0
177792,0
22344,0
178737,0
296034,0
266012,0
379298,0
161284,0
312925,0
229509,0
346300,0
70856,0
139387,0
69494,0
208640,0
395884,0
31177,0
357082,0
109276,0
136689,0
279053,0
365512,0
274876,0
285263,0
293448,0
148345,0
352257,0
193267,0
262169,0
350439,0
130331,0
214287,0
392525,0
25760,0
87279,0
242893,0
134069,0
87009,0
50482,0
170472,0
299114,0
73694,0
265905,0
43564,0
314854,0
356280,0
48049,0
29694,0
371680,0
145161,0
268946,0
384794,0
161464,0
190441,0
377919,0
393972,0
354572,0
368124,0
249343,0
259491,0
387940,0
80433,0
130264,0
220204,0
243867,0
57725,0
128687,0
241019,0
111435,0
209649,0
64319,0
271511,0
74464,0
266960,0
335472,0
48207,0
275319,0
388031,0
188295,0
130999,0
139940,0
224556,0
90024,0
180771,0
63623,0
275527,0
103992,0
392098,0
190725,0
351243,0
366607,0
153165,0
373044,0
293254,0
46197,0
73568,0
153116,0
173051,0
51124,0
303124,0
220636,0
143046,0
34528,0
283698,0
185905,0
48371,0
106192,0
384324,0
188404,0
36154,0
176468,0
2459,0
80360,0
254459,0
74245,0
326565,0
169799,0
180710,0
276235,0
54714,0
91079,0
71467,0
386085,0
10948,0
238098,0
325889,0
285073,0
154442,0
209578,0
378316,0
51416,0
133701,0
179021,0
309999,0
143467,0
220445,0
340588,0
146447,0
252875,0
348030,0
175713,0
71340,0
270691,0
301859,0
227258,0
291927,0
36417,0
134236,0
230546,0
254825,0
207636,0
354502,0
39928,0
147340,0
65696,0
145228,0
368775,0
130619,0
146773,0
309780,0
298099,0
206011,0
349742,0
298904,0
365986,0
188390,0
380823,0
314617,0
97926,0
101939,0
338270,0
194200,0
145070,0
36263,0
153919,0
12565,0
297360,0
59023,0
154995,0
328925,0
70609,0
131435,0
111480,0
225078,0
81115,0
145082,0
378223,0
253958,0
159684,0
315454,0
208342,0
366638,0
148292,0
290927,0
272034,0
88064,0
323238,0
372985,0
320851,0
313078,0
135399,0
31445,0
156660,0
8770,0
124129,0
310039,0
369729,0
17707,0
108007,0
333632,0
151271,0
204679,0
325664,0
385582,0
131696,0
204892,0
276004,0
10207,0
300584,0
312074,0
238734,0
113069,0
366608,0
203560,0
257908,0
230272,0
280849,0
254720,0
279296,0
327244,0
350906,0
247195,0
373522,0
23906,0
179248,0
366922,0
345556,0
282408,0
90753,0
239512,0
235295,0
87770,0
222267,0
155782,0
61763,0
345059,0
27644,0
364577,0
160884,0
14227,0
284533,0
138019,0
220757,0
160878,0
79985,0
180929,0
292209,0
132843,0
258851,0
142326,0
306367,0
159340,0
300795,0
370051,0
318055,0
3863,0
7518,0
218155,0
271490,0
323988,0
362636,0
294315,0
42827,0
375078,0
183642,0
326493,0
384175,0
65044,0
191380,0
70046,0
118609,0
1243,0
263838,0
208222,0
282047,0
392728,0
198149,0
79791,0
163606,0
79711,0
333590,0
280245,0
81478,0
18760,0
174032,0
220543,0
151326,0
96059,0
153062,0
229527,0
173303,0
241565,0
388689,0
289786,0
145317,0
376794,0
209697,0
15364,0
222887,0
141159,0
43501,0
324332,0
132978,0
248440,0
101438,0
261321,0
222704,0
34839,0
28955,0
134887,0
231999,0
325487,0
220943,0
354962,0
164253,0
282419,0
57911,0
155877,0
234548,0
295616,0
358118,0
306146,0
376222,0
180016,0
6676,0
108996,0
145046,0
122640,0
150653,0
316418,0
314414,0
78341,0
363232,0
121834,0
32395,0
283861,0
285743,0
392038,0
14723,0
299738,0
205408,0
338657,0
126266,0
328683,0
96256,0
397089,0
178487,0
369175,0
231459,0
237901,0
138042,0
54334,0
70828,0
328726,0
186686,0
245162,0
316569,0
371524,0
395245,0
220438,0
381812,0
271977,0
263549,0
189051,0
97560,0
283609,0
59107,0
47915,0
216604,0
394117,0
326169,0
277429,0
288795,0
348256,0
132816,0
373214,0
252830,0
69136,0
341730,0
76604,0
112800,0
373121,0
11869,0
53659,0
15323,0
65701,0
282093,0
280544,0
118014,0
298138,0
7541,0
257237,0
170420,0
76342,0
143409,0
302501,0
290227,0
192408,0
150195,0
21732,0
48530,0
84240,0
155446,0
226141,0
377440,0
102959,0
8161,0
75684,0
247631,0
326745,0
236583,0
5135,0
341603,0
186720,0
82428,0
176733,0
363707,0
250934,0
318612,0
382726,0
300403,0
160069,0
161334,0
212974,0
225916,0
186133,0
305731,0
174125,0
46145,0
391203,0
392248,0
91573,0
50216,0
286677,0
328614,0
207099,0
325125,0
250670,0
127378,0
42232,0
278030,0
347326,0
112752,0
342430,0
254644,0
24713,0
378189,0
259710,0
127242,0
348159,0
240586,0
96928,0
4585,0
47115,0
130993,0
333680,0
384120,0
154274,0
55443,0
350748,0
314496,0
304345,0
9645,0
282077,0
54372,0
182378,0
300736,0
124002,0
153557,0
32370,0
107830,0
116812,0
334037,0
345930,0
328859,0
297242,0
365675,0
86251,0
389073,0
115736,0
110962,0
203272,0
71598,0
2357,0
117846,0
271333,0
228989,0
337613,0
123600,0
142219,0
349966,0
4158,0
301556,0
299095,0
254936,0
162449,0
173595,0
42055,0
20889,0
385717,0
238258,0
32393,0
280344,0
200956,0
91136,0
222146,0
292975,0
51788,0
50673,0
342027,0
12604,0
284247,0
130485,0
335229,0
290284,0
396074,0
73648,0
391499,0
162365,0
27175,0
322084,0
32053,0
367148,0
57387,0
274664,0
365460,0
313901,0
368606,0
319718,0
105007,0
8733,0
202750,0
92775,0
281945,0
340472,0
244806,0
179587,0
73190,0
160988,0
95889,0
269069,0
3655,0
273588,0
332648,0
73981,0
98783,0
34496,0
325309,0
190962,0
210259,0
271753,0
134834,0
309196,0
224462,0
65702,0
308862,0
355504,0
41147,0
192569,0
186929,0
387995,0
30119,0
220765,0
103309,0
374108,0
384285,0
328120,0
40537,0
63346,0
40183,0
187768,0
282117,0
128573,0
273307,0
54166,0
320595,0
320260,0
47445,0
274393,0
53605,0
346988,0
242382,0
248927,0
16579,0
293017,0
267123,0
287593,0
254177,0
194791,0
287226,0
15485,0
396667,0
304364,0
202478,0
247211,0
45048,0
175400,0
51946,0
93093,0
87235,0
42781,0
186953,0
34140,0
243875,0
21781,0
245256,0
71733,0
392061,0
198603,0
258245,0
215215,0
222951,0
113182,0
158014,0
384767,0
384085,0
278590,0
298709,0
77709,0
277160,0
197893,0
347530,0
206971,0
258760,0
239515,0
8578,0
383319,0
258444,0
395859,0
16424,0
278768,0
174308,0
269575,0
64392,0
66167,0
135139,0
211228,0
375769,0
215928,0
315587,0
141903,0
171780,0
325656,0
398651,0
93788,0
198209,0
258513,0
208863,0
62189,0
391506,0
26182,0
23319,0
306301,0
236612,0
293031,0
179560,0
296895,0
13276,0
159691,0
395971,0
52226,0
355406,0
22851,0
390136,0
172231,0
184728,0
12873,0
298872,0
145111,0
389310,0
332800,0
804,0
78520,0
286577,0
253596,0
263129,0
384737,0
144642,0
255582,0
340060,0
319111,0
155265,0
121033,0
241453,0
265198,0
173888,0
279730,0
295256,0
41983,0
63487,0
201401,0
332255,0
252281,0
25772,0
168050,0
66085,0
70922,0
231580,0
130243,0
148953,0
5192,0
255166,0
807,0
29700,0
299788,0
32185,0
84232,0
390431,0
325010,0
293138,0
53141,0
118139,0
392836,0
258345,0
315766,0
2723,0
372018,0
233577,0
34088,0
251650,0
174333,0
361224,0
216120,0
364730,0
245766,0
194032,0
21658,0
128638,0
347401,0
174937,0
30415,0
251255,0
21363,0
35572,0
28946,0
322465,0
76254,0
126272,0
72651,0
284042,0
67802,0
357896,0
81218,0
354330,0
30026,0
74662,0
255519,0
43290,0
243817,0
8986,0
87141,0
236319,0
181508,0
245118,0
235689,0
15598,0
295617,0
87469,0
216139,0
44700,0
18114,0
347721,0
161415,0
159596,0
183575,0
69802,0
73280,0
319483,0
150946,0
182684,0
91856,0
46058,0
27289,0
154437,0
176305,0
225829,0
254980,0
74278,0
161258,0
347767,0
347557,0
396785,0
85213,0
342451,0
120242,0
161081,0
369088,0
340734,0
102366,0
71917,0
226260,0
240371,0
71424,0
19553,0
367130,0
155386,0
151180,0
317041,0
273179,0
226299,0
113159,0
185594,0
284210,0
7946,0
295397,0
399280,0
85132,0
5142,0
229486,0
230739,0
117108,0
142844,0
121806,0
249367,0
330486,0
383584,0
200371,0
54269,0
130659,0
49541,0
348928,0
326751,0
128454,0
244015,0
304008,0
343045,0
12541,0
44290,0
374256,0
341805,0
179221,0
93616,0
53289,0
137505,0
195897,0
178212,0
322914,0
388651,0
313097,0
210167,0
264610,0
82374,0
125366,0
107040,0
205515,0
393358,0
234337,0
341813,0
158634,0
30148,0
227105,0
340960,0
112358,0
33563,0
302556,0
96551,0
64903,0
187817,0
25500,0
238917,0
322934,0
158401,0
145904,0
35312,0
248853,0
285102,0
41514,0
11490,0
98288,0
112655,0
151262,0
90581,0
395538,0
269043,0
388563,0
183544,0
246426,0
166336,0
232254,0
392644,0
353787,0
301378,0
148455,0
4347,0
28584,0
40297,0
241847,0
230137,0
108356,0
260633,0
103337,0
206035,0
21283,0
54376,0
303959,0
358840,0
17430,0
305454,0
388026,0
44393,0
50400,0
218770,0
78913,0
312487,0
148947,0
216034,0
155102,0
255186,0
106264,0
313606,0
159764,0
79550,0
314709,0
360268,0
8831,0
194563,0
344588,0
339560,0
364526,0
119055,0
15606,0
62180,0
325368,0
133075,0
287290,0
16548,0
183857,0
71751,0
292408,0
71098,0
147109,0
203165,0
144580,0
211016,0
154004,0
383212,0
37412,0
73540,0
284695,0
303139,0
299747,0
391164,0
270944,0
148139,0
383201,0
369468,0
282382,0
296290,0
160526,0
337337,0
111471,0
174306,0
296539,0
399459,0
54676,0
19928,0
112497,0
334851,0
354873,0
142432,0
42718,0
120516,0
333835,0
159560,0
202755,0
99399,0
59199,0
301358,0
341879,0
322261,0
163358,0
253822,0
168565,0
35829,0
33624,0
374688,0
319451,0
374736,0
356333,0
167931,0
121197,0
94309,0
206933,0
177179,0
49728,0
25245,0
153461,0
268319,0
134400,0
361392,0
31237,0
265814,0
1717,0
259456,0
339228,0
294468,0
20006,0
114665,0
295089,0
195720,0
71840,0
236913,0
321956,0
202134,0
134456,0
195935,0
97576,0
393963,0
344176,0
150263,0
10092,0
50453,0
44414,0
322356,0
173109,0
301878,0
230796,0
191562,0
341179,0
359192,0
371818,0
63076,0
349893,0
125935,0
390459,0
324565,0
140913,0
267174,0
1482,0
285413,0
112293,0
351441,0
219195,0
397121,0
330669,0
201665,0
95437,0
127108,0
201816,0
351481,0
374766,0
394316,0
365138,0
304923,0
180581,0
317089,0
95856,0
363411,0
278812,0
284628,0
71096,0
30189,0
323726,0
274913,0
99099,0
104652,0
176959,0
106224,0
80747,0
115569,0
377047,0
153104,0
305621,0
232599,0
149254,0
248617,0
202658,0
297090,0
8857,0
185135,0
29904,0
216923,0
371021,0
229907,0
318529,0
21249,0
42609,0
34520,0
26708,0
42036,0
27798,0
62551,0
28896,0
43727,0
176,0
7498,0
200142,0
889,0
57594,0
176761,0
154077,0
288191,0
96924,0
365194,0
227303,0
146191,0
39420,0
169450,0
151617,0
196678,0
27334,0
134346,0
184912,0
337272,0
268016,0
187317,0
371085,0
293191,0
59916,0
308189,0
255933,0
72208,0
61121,0
59899,0
148837,0
171774,0
212842,0
329602,0
204315,0
201565,0
195363,0
274217,0
361493,0
14594,0
229462,0
39105,0
82590,0
111374,0
39612,0
91060,0
278633,0
212965,0
367752,0
10445,0
393198,0
213746,0
41139,0
296871,0
103145,0
12932,0
34771,0
327021,0
328388,0
327638,0
194879,0
86469,0
263126,0
375424,0
295912,0
179419,0
117574,0
162361,0
134802,0
96222,0
198844,0
239115,0
239964,0
14427,0
268176,0
177834,0
60040,0
322011,0
105286,0
8792,0
168462,0
392150,0
84166,0
213830,0
39739,0
299554,0
136735,0
1327,0
164547,0
15565,0
57218,0
96082,0
342381,0
194362,0
133447,0
194895,0
200963,0
318859,0
331673,0
93783,0
217060,0
369155,0
102068,0
253145,0
156789,0
342494,0
158512,0
370599,0
219872,0
159063,0
18804,0
95744,0
327272,0
22631,0
172265,0
373389,0
234654,0
158218,0
21690,0
249111,0
390303,0
387096,0
139950,0
169941,0
122973,0
262557,0
360705,0
129015,0
125513,0
8114,0
394347,0
186845,0
265229,0
202355,0
200108,0
289886,0
303426,0
12856,0
396945,0
172751,0
98350,0
153800,0
383323,0
82001,0
335556,0
301258,0
208039,0
201518,0
291157,0
378584,0
284980,0
363071,0
121433,0
106959,0
307721,0
205094,0
72182,0
285671,0
184340,0
360556,0
280624,0
59449,0
54282,0
28049,0
313809,0
213048,0
138364,0
226050,0
367863,0
31682,0
17096,0
280692,0
368703,0
323925,0
4394,0
116492,0
69870,0
102846,0
32224,0
358046,0
116907,0
392996,0
290378,0
61991,0
225988,0
230535,0
292307,0
308888,0
345899,0
308922,0
173681,0
349973,0
70659,0
198427,0
295338,0
306054,0
224809,0
93324,0
255406,0
160289,0
371298,0
343172,0
253373,0
225567,0
215373,0
201292,0
375162,0
388491,0
163765,0
260564,0
23446,0
113527,0
70496,0
304562,0
188046,0
343765,0
346208,0
24622,0
176554,0
168959,0
236770,0
262354,0
3904,0
289635,0
197678,0
338804,0
178284,0
7058,0
209123,0
145024,0
221094,0
3478,0
42173,0
73275,0
106555,0
290766,0
382440,0
144461,0
258389,0
12626,0
320351,0
40901,0
1477,0
79860,0
262219,0
387680,0
347861,0
310610,0
157729,0
241289,0
292105,0
259834,0
162618,0
292852,0
260616,0
248309,0
78588,0
29743,0
48017,0
342887,0
383097,0
248694,0
369029,0
181096,0
285325,0
47956,0
38456,0
383758,0
149435,0
391223,0
277414,0
227262,0
271593,0
130391,0
262763,0
57998,0
182657,0
208213,0
27720,0
222008,0
67515,0
19886,0
193882,0
360502,0
243859,0
142214,0
240738,0
186836,0
156142,0
86178,0
134177,0
86354,0
285749,0
99826,0
22377,0
357188,0
275308,0
288110,0
298287,0
315718,0
303567,0
253916,0
208244,0
160956,0
200053,0
204468,0
217046,0
306107,0
379510,0
244724,0
61523,0
252421,0
272639,0
38256,0
361213,0
347248,0
248052,0
16704,0
157686,0
194947,0
343618,0
17910,0
350243,0
349934,0
71609,0
206561,0
193257,0
217720,0
336400,0
143902,0
315051,0
249560,0
24897,0
15703,0
143873,0
92890,0
196974,0
70608,0
326837,0
129051,0
371807,0
390821,0
398985,0
158615,0
151023,0
389678,0
163561,0
363611,0
337880,0
382250,0
148148,0
183415,0
131946,0
142683,0
69641,0
117818,0
338508,0
202399,0
4537,0
180828,0
186235,0
280292,0
118265,0
343,0
316537,0
18903,0
4139,0
59836,0
180557,0
343842,0
51615,0
279272,0
300072,0
128677,0
185818,0
394834,0
241715,0
151359,0
127882,0
2469,0
86292,0
168557,0
21136,0
259023,0
261045,0
107451,0
25625,0
98465,0
285797,0
23699,0
325652,0
20176,0
85519,0
174491,0
19569,0
125061,0
141238,0
239612,0
321281,0
203091,0
236759,0
337918,0
229282,0
229147,0
272240,0
235609,0
296973,0
198831,0
373151,0
398506,0
43638,0
99675,0
375000,0
232755,0
207360,0
312217,0
8869,0
247030,0
323822,0
364432,0
89812,0
34554,0
375243,0
60617,0
19198,0
217542,0
164430,0
380712,0
377733,0
282397,0
78204,0
266948,0
88455,0
71134,0
238138,0
332851,0
80480,0
22911,0
232451,0
41868,0
355658,0
364350,0
365798,0
192465,0
7847,0
236292,0
9090,0
53473,0
266489,0
189144,0
390210,0
13875,0
24099,0
7131,0
4553,0
33754,0
293609,0
181965,0
265860,0
317769,0
123111,0
53116,0
20109,0
22725,0
32409,0
389870,0
21535,0
342688,0
194253,0
211625,0
346263,0
172607,0
287509,0
358120,0
313086,0
57599,0
97733,0
268557,0
128880,0
323500,0
208542,0
397277,0
232564,0
243617,0
364503,0
247802,0
153701,0
335923,0
212870,0
209545,0
50752,0
134483,0
320967,0
179168,0
208330,0
158826,0
20855,0
236343,0
32907,0
259978,0
308055,0
360745,0
287005,0
338458,0
120090,0
129425,0
392623,0
282623,0
396843,0
29313,0
167397,0
47838,0
30816,0
334518,0
123670,0
387201,0
28417,0
230665,0
24806,0
357946,0
238624,0
235553,0
190978,0
277785,0
218305,0
251411,0
279959,0
384015,0
11207,0
190731,0
342365,0
153259,0
293237,0
376004,0
101367,0
150727,0
72561,0
38286,0
210664,0
220892,0
53300,0
148149,0
226158,0
355006,0
225197,0
262799,0
208709,0
299051,0
79312,0
137269,0
274494,0
317711,0
60364,0
377767,0
105373,0
44301,0
297311,0
336273,0
391086,0
347418,0
83407,0
98447,0
137424,0
43817,0
350530,0
101850,0
192144,0
295757,0
359352,0
264752,0
152707,0
63886,0
223639,0
81077,0
372338,0
87098,0
88285,0
343510,0
55931,0
16566,0
137513,0
193669,0
130261,0
184127,0
223209,0
4067,0
369309,0
265787,0
100052,0
249416,0
267938,0
191804,0
385895,0
325657,0
240623,0
105131,0
311754,0
360147,0
25707,0
312706,0
118660,0
234098,0
211091,0
160498,0
159697,0
349873,0
384306,0
199957,0
283934,0
265135,0
98071,0
83233,0
88279,0
174189,0
275869,0
327266,0
32980,0
363544,0
170012,0
241825,0
175014,0
138296,0
137057,0
92662,0
281324,0
172140,0
236523,0
119458,0
233090,0
254956,0
189231,0
258660,0
211936,0
199879,0
105615,0
205092,0
12862,0
302483,0
331940,0
224871,0
53625,0
221643,0
228318,0
15305,0
202012,0
189416,0
178012,0
383547,0
27613,0
220499,0
183024,0
215053,0
83118,0
260899,0
259911,0
334862,0
354014,0
84885,0
261844,0
368702,0
359410,0
688,0
136248,0
392514,0
38239,0
39670,0
267017,0
323271,0
137618,0
81651,0
187052,0
329404,0
343701,0
216239,0
184522,0
388553,0
210728,0
224457,0
223933,0
110119,0
360673,0
155860,0
165398,0
347792,0
328150,0
176406,0
356208,0
167670,0
243430,0
382857,0
99262,0
383795,0
324007,0
134805,0
222535,0
378289,0
193091,0
99594,0
67477,0
149985,0
184499,0
53996,0
154736,0
380221,0
65968,0
227698,0
193518,0
283986,0
212192,0
282142,0
351507,0
237579,0
343017,0
42135,0
253330,0
28240,0
375908,0
276992,0
53904,0
341280,0
114760,0
222493,0
17439,0
253246,0
97753,0
37159,0
195992,0
47121,0
69269,0
299298,0
353384,0
130763,0
250064,0
54004,0
69261,0
338905,0
251985,0
89310,0
396925,0
282679,0
187127,0
272174,0
139711,0
327716,0
128798,0
161224,0
53817,0
139880,0
241610,0
345602,0
23676,0
165395,0
372329,0
37113,0
32586,0
359689,0
382669,0
148380,0
174506,0
311659,0
330478,0
171017,0
332482,0
179405,0
217111,0
176117,0
163518,0
193020,0
262772,0
305727,0
291550,0
379272,0
370516,0
134378,0
210488,0
148888,0
395058,0
341316,0
383718,0
231549,0
180814,0
186294,0
45756,0
287975,0
260712,0
108279,0
320511,0
245850,0
245452,0
232498,0
346404,0
113790,0
204412,0
372499,0
240278,0
365404,0
165706,0
24367,0
72853,0
165955,0
35107,0
361520,0
213487,0
176787,0
39220,0
360781,0
309182,0
88315,0
142598,0
386711,0
151569,0
161817,0
71150,0
61173,0
244123,0
22906,0
121146,0
192186,0
113478,0
15021,0
388459,0
64321,0
159254,0
91787,0
19294,0
173247,0
391646,0
55845,0
253336,0
234801,0
249497,0
290882,0
267422,0
79440,0
230521,0
128037,0
34964,0
148370,0
114018,0
66450,0
349783,0
374588,0
143943,0
250542,0
152672,0
330234,0
323736,0
64182,0
199699,0
45149,0
98022,0
231339,0
182769,0
259148,0
76917,0
130963,0
54645,0
271094,0
319007,0
25575,0
177310,0
3499,0
33522,0
223484,0
120416,0
245726,0
52709,0
17378,0
299828,0
222386,0
285579,0
190435,0
259472,0
110703,0
46149,0
101725,0
117632,0
121679,0
258937,0
327379,0
303390,0
23117,0
115897,0
359574,0
300553,0
229625,0
191762,0
104195,0
307530,0
153306,0
117820,0
129237,0
43602,0
51509,0
89541,0
353797,0
68526,0
83920,0
144314,0
39309,0
137250,0
349067,0
202518,0
140643,0
311208,0
54940,0
366572,0
110796,0
10136,0
161178,0
676,0
261311,0
194256,0
294875,0
87415,0
134083,0
357963,0
192579,0
7443,0
385553,0
323087,0
396678,0
338632,0
248925,0
146504,0
276863,0
286779,0
17743,0
35096,0
178394,0
266260,0
309437,0
394687,0
186375,0
218795,0
134639,0
139210,0
219885,0
252824,0
77877,0
105117,0
27863,0
345024,0
318186,0
311109,0
177415,0
344335,0
230548,0
63942,0
292270,0
71111,0
52348,0
37857,0
278632,0
328987,0
381407,0
152914,0
86604,0
195533,0
327552,0
128315,0
60099,0
44318,0
248835,0
295345,0
192379,0
3253,0
246229,0
27495,0
340155,0
57015,0
352126,0
310653,0
96711,0
84330,0
207682,0
367144,0
379280,0
176701,0
244549,0
37833,0
